Tier 1 Suppliers,Producer Name,Abbreviation Name,Region,Source
Ofi,Société Coopérative Simplifiée Aboka de Sahuyé,SCOOPS ABOKA,Sikensi,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Coopérative Agricole Béni de Séliéguhé,CABS,Issia,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole Energie du département de Daloa,CEDA,Daloa,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Coopérative Agricole Tchangba Boule de Kako,CATBK,San Pedro,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole Départementale le Fromager,COOPADEF,Divo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Simplifiée La Paix,SCOOPS LA PAIX,Abengourou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative de Kantondougou,SCAK,San Pedro,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,/societe Cooperative Binkadi de Divo,COOP CA CABID,Divo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Societe Cooperative Agricole de Gnanpoadji,COOP CA CAGNAN,Djapadji,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole Sabary de Sago,SOCASS COOP-CA,Sago,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole de Monogaga Carrefour,SOCOAMO COOP-CA,San Pedro,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Simplifiée Agricole Hobendjana de Biankouma,SCOOPS AH,Biankouma,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,Société Coopérative Agricole de Gbagbam,COOP-CA SCAGB,Gbagbam,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ecom Agrotrade Ltd,AHONDJO,AHONDJO,Abengourou,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,BARACACAO,BARACACAO,DUEKOUE,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,cooperative agricole binkeleman de belle-ville,CA2B,SAN PEDRO,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,cooperative agricole demaidemai de bangolo,CADEB,Blolequin,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,cooperative agricole ety-ewoun-anien du haut sassandra,CAEHS,Daloa,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Cooperative Agricole Emien de l'Indenié,CAEMIN,Abengourou,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Société coopérative de Méagui,CAPCB,Meagui,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Coopérative Agricole Siboulaka de Béoua,CASIB-SCOOPS,Guiglo,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Societe Cooperative Avec Conseil D’administration Unite De Danane,COOP_CA_UDAN,Danané,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Coopérative Agricole de Lassina Bango,COOPALBA,MENEE CENTRE,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Cooperative Agricole de Coopanou,COOPANOU,Sooubre,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Coopérative des producteurs Agricoles de la région des savanes,COOPARES,TOUIH,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Société Coopérative Simplifiée Agricole Toumtoumda du Haut Sassandra,COOPATHS-SCOOPS,Daloa,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Cooperative Victoire de Meagui,COVIMEA,Meagui,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,scoop-dakua,DAKUA,Guiglo,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Entreprise Cooperative Agricole Fraternite du Haut Sassandra,ECAFHS,ISSIA,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Enterprise Cooperative des Agriculteurs de Meagui,ECAM,Meagui,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Enterprise Cooperative des Agriculteurs Modernes de Meagui,ECAMOM,MEAGUI,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative avec conseil d'administration espoir de vavaoua,ESPOIR COOP-CA,Vavoua,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Farmers Hope,FAHO,Abengourou,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative agricole des allies de cote d`ivoire,SCAA CI,San Pedro,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Société Coopérative Agricole Anouanze d'Aniassue,SCAANIAS,Abengourou,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,COOPERATIVE AGRICOLE ESPOIR BLOLEQUIN,SCAEB,Blolequin,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Societé Coopérative Agricole Eliè Tikpa de Daloa,SCAETD-COOP-CA,Daloa,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Societe Coopérative Agricole Lanaya de Vavoua,SCALAVA,Vavoua,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative agricole niamkey et famille de l'indenie,SCANFI_SCOOPS,Abengourou,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,cooperative agricole des Producteurs Oupouyo,SCAPO,OUPOUYO,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,SOCIETE COOPERATIVE AGRICOLE DE SOFOCI,SCAS,SOFOCI,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Société Coopérative Agricole de TOUIH,SCAT,TOUIH,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative agricole de donhio,SCOOPAD,Gagnoa,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative amitie de gnagbodougnoa,SCOOPAG,Gagnoa,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Societé Coopérative Agricole de Grogbonou Dan,SCOOPAGRO,Grobonou Dan,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative agricole de kobouo,SCOOPAK,Gagnoa,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative alliance de mabouo,SCOOPAM,Gagnoa,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative des nouveaux agriculteurs de soubre,SCOOPNAS,Soubré,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Societe Cooperative Sabarikagni Du Haut Sassandra,SCOOPS_SAHS,Zoukougbeu,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe ivoirienne de commercialisation de cafe et cacao,SI3C,Gagnoa,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Societé Ivoirienne Achat de Produit Agricole,SIVAP,BEREBY,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative anouanze des petits producteurs de didoko,SOCA2PD,DIVO,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Societé Cooperative aAgricole Dieu Merci,SOCADMV,Vavoua,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative agricole de tabou,SOCAT,TABOU,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Société Coopérative de Café Cacao Ivoirien,SOCOCCI,Gagnoa,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Société Coopérative des Frères Unis de la Marahoue,SOCOFUMA,Bonon,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,Societé Coopperative de Negoce de Lakota,SOCONEL,Gagnoa,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,societe cooperative des producteurs agricoles ‘nantaba’ du haut sassandra,SOCOOPRANHS,Daloa,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Olam International Limited,Coopérative Agricole Avec Conseil d'Administration Anouanzè,CAAA,Abongoua,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative Agricole d’Abronamoue,CAABRO,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative Agricole Adzopé Nord,CAAN,Adzopé,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Cooperative Agricole de Bahe-Sebon,CABA,Bahe-Sebon,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Bacon Espoir,CABES,Bâcon,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole Binkeleman de Gboguhe,CABG SCOOPS,Daloa,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative Agricole Binkadi de Guepahouo,CABING,Guépahouo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Sociéte Coopérative Agricole Bekanti de Méagui,CABM,Meagui,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole Boribana de Hermankono Garo,CABOHGA COOP CA,Hermakono Garo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative Agricole de Cefi,CAC,Dogbo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole Djidjiya de Bloléquin,CADB,Bloléquin,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole pour le Dévéloppement Durable d'Oussoukro,CADEDO,Meagui,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole pour le Développement de Sassandra,CADESA,Adebem,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative Agricole Djiguiya de Teapleu,CADT,Téapleu,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole Ekloéwou de Gbapleu,CAEG,Duékoué,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative Agricole Entraide de Kotobi,CAEK,Kotobi,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Sociéte Coopérative Avec Conseil d'Administration de l'Indenié,CAEMIN,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Cooperative Agricole Espoir De Vavoua,CAEVA,Vavoua,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole des Frères Unis de Bonon,CAFUB,Bonon,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative Agricole Kangreta de Bonon,CAKB,Bonon,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative Agricole avec Conseil d’Administration Leader de,CAL2B,Sahoua,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole avec Conseil d'Administration Mawoubie,CAMAP,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole des Montagnes de Biankouma,CAMOBIAN,Man,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Allakabo du N'zo de Kahen,CANK,Duékoué,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole N'Drikro Sinfra,CANS,Gagnoa,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative des Producteurs d'Assièkro,CAPA,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole la Paix de Bloléquin,CAPB,Duékoué,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole la Paix de la Marahoué,CAPM,Bonon,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative des Producteurs d'Oupoyo,CAPO,Opouyo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole d'Agnitié d'Apprompron,CAPRESA,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Cooperative Agricole le Progrès de Duékoué,CAPROD,Duékoué,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative Simplifiée Coopérative Agricole la Renaissance,CAREBO,Bonon,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole la Rénaissance de Vavoua,CAREVA,Vavoua,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative Des Agriculteurs Solidaires de Duékoué,CASODU,Duékoué,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole la Tolérance de Bonoufla,CATB,Bonoufla,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Cooperative Espoir Agnikro d'Abengourou,CEAA COOP CA,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole Entente de Mahapleu,CEMA,Mahapleu,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative Simplifiée des Jeunes de Kahen,CJPK,Kahen,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative de la Nouvelle Alliance du Dandji,CNAD,Yaou/Aboisso,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative Agricole Cambonou de Arrah,COAKA,Arrah,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole de la Marahoué,COAM,Daloa,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative pour le Développement de la Région des Lacs,CODERLACS,Toumodi,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative Espoir d'Agnanfoutou,COESAG,Ananguié,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole Anouanze de Bettie avec Conseil,COOAAB-COOP CA,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Bassadougou de Dies,COOBADI,Hermankono-Dies,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative avec Conseil d'Administration Abotre,COOP CA ABOTRE,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative des Agriculteurs de N'Zuekro II,COOP CA ANZUE II,Djoroplo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative avec Conseil d'Administration Birba,COOP CA BIRBA,Sasa-manois,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole de Nicolakro,COOP CA COANI,Gagny,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative Agricole Côtière Lauzoua-Carrefour,COOP CA COPACOL,Divo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative Espoir d'Angouakro,COOP CA ESPOIR,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative Global Crop du Tonkpi,COOP CA GCT,Man,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Cooperative avec Conseil d'Administration Référence de Sinfra,COOP CA REF SI,Sinfra,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative des Cacaoculteurs de Nado avec Conseil,COOP CA SOCCNA,Nando,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative Agricole avec Conseil d'Administration Entente,COOP CAES,Daloa,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative des Jeunes Agriculteurs de Vavoua,COOP JAVA,Vavoua,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Jeunesse Coopérative Agricole de Sourougou,COOP JCAS,Bonon,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative Agricole Teegawende,COOP TEEGA WENDE,Kahen,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative avec Conseil d'Administration Benkadi de,COOPABENKADI,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole du Canton d'Amélikia,COOPACA,Abengourou,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative Simplifiee des Agriculteurs Café-Cacao de Divo-,COOPADIM,Divo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative Agricole de Gagny,COOPAGAGNY,Gagny,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole du Garo,COOPAGARO,Divo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Espoir de Guépahouo,COOPAGES,Guépahouo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole de Gnipi 2,COOPAGNIPI,Gnipi 2,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole de Goudouko,COOPAGO,Lakota,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole Here de Kranzadougou,COOPAHK,Guiglo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative Kishwensida Cochem-Dida,COOPAKCODI,Divo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole de Kokolilie,COOPAKOKO,Kokolilie (Lakota),https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole de Lassinan Bango,COOPALBA,Mene Centre,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative Agricole Moderne de Divo,COOPAMDI,Divo,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Coopérative Agricole des Amis de la Nature de Man,COOPANAM,Man,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Cooperative Agricole de Ousmanekro,COOPAOU,San Pedro,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative des Agriculteurs Sante-Marie de Doba,COOPASM,Dagadji,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Société Coopérative la Paix de la Tene-Sangoue,COOPATESA,Oumé,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
Olam International Limited,Cooperative Agricole Yeyonian d'Apprompron Afewa,COOPAYAF,Apprompron,https://www.olamgroup.com/content/dam/olamgroup/news-press-releases/news-bites-pdfs/Sustainable-Programme-Cooperatives-IVC.pdf
