Tier 1 Suppliers,Producer Name,Abbreviation Name,Region,Source
Ofi,societe cooperative avec conseil d'administration des producteurs agricoles de niable,coop-ca-pan,Abengourou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole de guitry,coop-ca-socoagui,Guitry,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,cooperative avec conseil d'administration unite de danane,coop-ca-udan,Mahapleu,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,cooperative agricole des producteurs de divo,coopradi,DIVO,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative des producteurs agricole du sanwi,coopras,Diby,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative des producteurs agricoles de zouhounou,cooprazo,Abengourou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,cooperative agricole de yakasse attobrou,cooproya,Yakassé Attobrou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative yeyonian du canton d'aniassue,coopyca,Aniassué,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative des producteurs agricoles d'aboussounou,cp2a,Bongouanou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,cooperative des producteurs agricoles de cacaokro de dies,cpacd,Divo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,collectif des producteurs de sofoci-louhiri,cpsl,Meagui,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,entreprise cooperative agricole daffery,ecaaf,Afféry,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,entreprise cooperative agricole de bonon,ecab,Bonon,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,"entreprise cooperative agricole pour
lepanouissement social de bacon",ecaesb,Bâcon,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,entreprise cooperative agricole de mogokeledougou,ecamog,Aboulayekro,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,entreprise cooperative agricole de walebo,ecaw,Walebo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,entreprise agricole pour l'exellence agricole de gnato,eceagn coop-ca,Gnato,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,entreprise cooperative de bonon,ecodebo,Bonon,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,espoir cooperative de didoko,ecopadi,Divo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,entreprise cooperative des producteurs agricoles de san pedro,ecopas,Dagadji,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,entreprise cooperative de saint-paul,ecsp,Dogbo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative simplifie ivoire qualite de juleskro,iqj,Dagadji,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative simplifiee le progres des agriculteurs de nagadougou,le progres,Bayota,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative avec conseil d'administration nantebessou d'anekouadiokro,nentebessou,Abengourou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative des allies de cote d'ivoire,scaaci,Dagadji,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole anouanze d'aniassoue,scaanias,Abengourou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole allakabo d'oume,scaao,Oumé,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole de boua,scab,Patricekro,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative bognan de divo,scabodi,Divo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative des agriculteurs communs de ti,scac,Divo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole entente de grabo,scaeg,Grabo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole espoir de petit-grabo youkou,scaepgy,Petit Grabo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole entente et solidarite de gnago,scaesg,Gnago 1,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative simplifiee agricole des freres de koffikro,scafko,Bonon,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative avec conseil d'administration agricole gbadrikro de godeyaokro,scagg,,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative des agriculteurs communs de tiassale,scam,Divo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative nematoulaye de dagadji,scand,Dagadji,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole de petit korhogo,scapeko,Grand Lahou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe agricole des planteurs unis de dapkadou,scapud,Dassioko,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole de soubre,scasou-coop-ca,Gnipi 2,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative pour le bonheur des producteurs agricole de gagnoa,scbpag,Gagnoa,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,cooperative ivoirienne du negoce des produits agricoles,scinpa,Agboville,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative solidarite agricole de cote d'ivoire,sco saci,Balokuya,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative anonklon de bianouan,scoabia,Bianouan,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative yeyasso de man,scoop cayem,Man,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative des producteurs agricole de dabouyo,s-coop cooprada,Dabouyo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative du pardon,scoopa,Oumé,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative des producteurs d'adamakouamekro,scoopa ca,Lakota,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole akoupe sud,scoopaas,Akoupé,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole des producteurs agricoles de cavally,scoopac-coop ca,Grabo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole de djimon,scoopadji coop ca,Djimon/ Lakota,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole de kames 2,scoopakam,Divo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole source de guitry,scoopasg,Divo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole du tamin,scoopat,Aboisso Comoé,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative pour rassemblement et l'emergence du tonpki,scoopcaret,Téapleu,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative etrayawlen de la cotiere,scoopeco,Grand Lahou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole simplifiee de lakota,scoops al,Lakota,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative simplifiee binkadi d'ake douanier,scoops bad,Agboville,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole simplifiee de sainte marie,scoops coop.a.sam,Dagadji,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,cooperative simplifiee agricole d'attobrou,scoops coopaa,Adzopé,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole de toudji 1,scoops scat 1,Meagui,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperatives agricole de yakasse attobrou,scoops yat,Adzopé,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative simplifiee agricole kouaguidan de yepleu,scoopsaky,Yorodougou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative simplifiee des producteurs agricole de bangolo,scoops-aprab,Duékoué,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative des producteurs cafe-cacao de la marahoue,scoops-codema,Bonon,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative simplifiee laisse tout a dieu de vavoua,scoops-ltdv,vavoua,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,union avec conseil d'administration des producteurs agricole de djakouakoukro,scoops-uprad,Niapidou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative soubreenne des producteurs agricoles,scspa,Grand-Zattry,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative des freres unis de watte,scuw coop-ca,Watté,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole sinikan,sinikan-scoopas,Man,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative sababougnouman de dagadji,so.co.sa.da,Dagadji,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole de bayota,socaba,Gagnoa,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole du bandaman,socaba coop ca,N'Douci,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole binkadi de de broudoukou penda,socabb,Divo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole esperance de kpelekro,socaek,Ketesso,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole de gnato,socag,gnato,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative des agriculteurs de soubre,socags,Soubré,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole de hire,socahi,Hire,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole de jeromekro,socaj coop-ca,Watté,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole de mahino,socama,Gnato,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole man edi anouanze,socamea,Man,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole de neka-cite,socanek-coop-ca,Neka,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole nongtaba de vavoua,socanova,Vavoua,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole de kouibly,socas,Kouibly,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole de toadji,socat,Djapadji,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole de trawlinkro,socat coop ca,TrawinninkroV8,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative des exploitants agricoles des antilopes du haut sassandra,soceadahs,Daloa,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative des agriculteurs de gnato,socoag,Gnato,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative des exploitants agricoles du haut-sassandra,socoexpahs,Daloa,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative nouvelle des producteurs agricoles de yakasse attobrou,soconpayat,Diangobo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole de dokpodonebounou,socoopado coop ca,Dokpodon,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative des producteurs modernes,socoopam,Duékoué,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative simplifiee espoir de lakota,socoopela,Lakota,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole de dogbo,socopadogbo,Dogbo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative des producteurs agricoles de douaville,socopadou,Douaville,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole de watte,socopawa,Watté,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative des producteurs pour la durabilite de lakota,socopdal scoops,Lakota,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole entente de karie,socopek,Karie,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative solidarite de mahino,socosom-coop-ca,Mahino,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,union des producteurs agricoles de san pedro,upas coop ca,Gagny,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative nobielto de bettie avec conseil d'administration,coop ca nobielto,Abengourou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative avec conseil d'administration wende waoga de kahen,s.c.2w.k.coop-ca,Bangolo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative simplifiee d'ananguie,scoop scsag,Adzopé,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative simplifiee agricole lafi bebe de man,scoop lafi bebe,Man,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole de para nigre,scoop scoapani,Tabou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative langmtaba de bonon,coop - ca - calbo,Bonon,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,entreprise cooperative des producteurs agricoles de kondiebouman,ecoopak coop-ca,Agboville,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe nouvelle de cafe-cacao,sncc scoops,Adzopé,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,"societe cooperative ivoirienne des producteurs
cafe-cacao dananguie",cipacca coop-ca,Agboville,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative simplifiee aboka de sahuye,scoops aboka,Sikensi,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,cooperative agricole beni de selieguhe,cabs,Issia,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole energie du departement de daloa,ceda,Daloa,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,cooperative agricole tchangba boule de kako,catbk,San Pedro,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole departementale le fromager,coopadef,Divo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative simplifiee la paix,scoops la paix,Abengourou,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative de kantondougou,scak,San Pedro,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,/societe cooperative binkadi de divo,coop ca cabid,Divo,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole de gnanpoadji,coop ca cagnan,Djapadji,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole sabary de sago,socass coop-ca,Sago,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole de monogaga carrefour,socoamo coop-ca,San Pedro,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative simplifiee agricole hobendjana de biankouma,scoops ah,Biankouma,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ofi,societe cooperative agricole de gbagbam,coop-ca scagb,Gbagbam,https://www.ofi.com/content/dam/olamofi/sustainability/sustainability-pdfs/COTE-D%27IVOIRE-ofi-sustainable-cocoa-suppliers-2022.pdf
Ecom Agrotrade Ltd,ahondjo,ahondjo,Abengourou,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,baracacao,baracacao,DUEKOUE,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,cooperative agricole binkeleman de belle-ville,ca2b,SAN PEDRO,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,cooperative agricole demaidemai de bangolo,cadeb,Blolequin,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
Ecom Agrotrade Ltd,cooperative agricole ety-ewoun-anien du haut sassandra,caehs,Daloa,https://www.ecomtrading.com/media/r2dgq50n/supply-chain-disclosure-2022-update.pdf
